#,PLAYER,Team,Positions,Age,Value,Name,original_key,metadata,injury_body_part,depth_chart_order,sportradar_id,team_abbr,oddsjam_id,birth_date,active,stats_id,search_last_name,espn_id,full_name,search_rank,years_exp,player_id,fantasy_data_id,kalshi_id,yahoo_id,practice_participation,injury_start_date,depth_chart_position,injury_notes,status,gsis_id,competitions,age,practice_description,news_updated,hashtag,player_shard,last_name,birth_city,rotoworld_id,weight,team_changed_at,injury_status,sport,fantasy_positions,birth_country,team,opta_id,height,swish_id,college,search_full_name,first_name,high_school,position,pandascore_id,rotowire_id,birth_state,search_first_name,number,id,fullName,experience
326,Pelle Larsson,MIA,"SG,SF",24.7,1120.2919490033546,Pelle Larsson,2768,{'channel_id': '1113936524790988800'},,1.0,6be87eb4-8a62-44e5-893b-d44ba516ac62,,23857581A982,2001-02-23,True,,larsson,,Pelle Larsson,573.0,1.0,2768,20003245.0,78e6400c-eb93-4089-922a-24d221108ee5,,,,SF,,ACT,,[],24.0,,1762561253787.0,#pellelarsson-NBA-MIA-9,3,Larsson,,,215,,,nba,"['SF', 'SG']",,MIA,,77,1231950.0,Arizona,pellelarsson,Pelle,,SF,,6013.0,,pelle,9.0,4601025,Pelle Larsson,1.0
327,Isaiah Joe,OKC,SG,26.4,1113.5586738372913,Isaiah Joe,2125,{'channel_id': '1113936531191496704'},,3.0,36d083a5-49ca-42f1-80b7-b78275a8abd9,,60562D4F275B,1999-07-02,True,,joe,,Isaiah Joe,483.0,5.0,2125,20002574.0,c4cc3a86-4003-4ea8-941f-cc878aaad51f,,,,SG,,ACT,,[],26.0,,1762374622063.0,#isaiahjoe-NBA-OKC-11,8,Joe,,,165,,,nba,"['PG', 'SF', 'SG']",,OKC,,76,1134010.0,Arkansas,isaiahjoe,Isaiah,Northside (AR),SG,,5291.0,,isaiah,11.0,4395702,Isaiah Joe,5.0
328,Luguentz Dort,OKC,"SG,SF",26.6,1106.846342018167,Luguentz Dort,2095,{'channel_id': '1113936531522846720'},Shoulder,1.0,3f7e2350-e208-4791-98c2-684b53bb5a9a,,2139C185A117,1999-04-19,True,,dort,,Luguentz Dort,167.0,6.0,2095,20002339.0,c5345be3-57de-4b6e-9089-5b7cbbf7f74c,,,,SG,Strain,ACT,,[],26.0,,1762555808531.0,#luguentzdort-NBA-OKC-5,4,Dort,,,220,,Out,nba,"['SF', 'SG']",,OKC,,76,1134693.0,Arizona State,luguentzdort,Luguentz,Athlete Institute (CAN),SF,,4808.0,,luguentz,5.0,4397020,Luguentz Dort,6.0
329,Johnny Furphy,IND,"SG,SF",20.9,1100.1548236644448,Johnny Furphy,2744,{'channel_id': '1113936490649354240'},Ankle,3.0,222364c7-dae9-44db-830d-cdece37e174d,,31DC1DA47C79,2004-12-08,True,,furphy,,Johnny Furphy,381.0,1.0,2744,20003201.0,26d909f3-7322-4793-818c-d021a9229885,,,,SF,Sprain,ACT,,[],20.0,,1762382422741.0,#johnnyfurphy-NBA-IND-12,0,Furphy,,,200,,Out,nba,"['SF', 'SG']",,IND,,80,1475759.0,Kansas,johnnyfurphy,Johnny,,SF,,6272.0,,johnny,12.0,5157066,Johnny Furphy,1.0
330,Mitchell Robinson,NY,C,27.6,1093.4839900990592,Mitchell Robinson,1887,{'channel_id': '1113936487964999680'},,1.0,97e25d19-7c5c-49f9-91c0-5cd9b9cebdcb,,16C71BA69D30,1998-04-01,True,,robinson,,Mitchell Robinson,198.0,7.0,1887,20002016.0,d4788df0-3807-47ca-bb94-24a02428371d,,,,C,,ACT,,[],27.0,,1762443003694.0,#mitchellrobinson-NBA-NYK-23,0,Robinson,,,240,,,nba,['C'],,NYK,,84,1076265.0,,mitchellrobinson,Mitchell,Chalmette (LA),C,,4426.0,,mitchell,23.0,4351852,Mitchell Robinson,7.0
331,Jonathan Isaac,ORL,"SF,PF",28.1,1086.8337138345669,Jonathan Isaac,1879,{'channel_id': '1113936539055816704'},,3.0,776679a3-c1d8-4463-99b1-61024008a3ed,,089995C66901,1997-10-03,True,,isaac,,Jonathan Isaac,613.0,8.0,1879,20001830.0,e43412ed-d498-4dca-b8ab-584e80e6d6a0,,,,PF,,ACT,,[],28.0,,1762317016696.0,#jonathanisaac-NBA-ORL-1,8,Isaac,,,230,,,nba,['PF'],,ORL,,82,940823.0,Florida State,jonathanisaac,Jonathan,IMG Academy (FL),PF,,4103.0,,jonathan,1.0,4065654,Jonathan Isaac,8.0
332,Max Strus,CLE,"SG,SF",29.6,1080.2038685585285,Max Strus,1999,{'channel_id': '1113936490187980800'},Foot,6.0,f6aff1dc-15b9-4c89-a2fb-746f4cf78890,,B641F7C253EF,1996-03-28,True,,strus,,Max Strus,500.0,6.0,1999,20002343.0,e59d506e-4dfc-496b-87e1-f74fda25816d,,,,SF,Fracture,ACT,,[],29.0,,1761692720489.0,#maxstrus-NBA-CLE-1,5,Strus,,,215,,Out,nba,"['SF', 'SG']",,CLE,,77,936502.0,DePaul,maxstrus,Max,Stagg (IL),SF,,4947.0,,max,1.0,4065778,Max Strus,6.0
333,Jalen Wilson,BKN,"SF,PF",25.0,1073.5943291191143,Jalen Wilson,2600,{'channel_id': '1113936501885894656'},,2.0,73d92041-1258-4f1f-8bd3-55e07407115b,,5BEC0C0515D9,2000-11-04,True,,wilson,,Jalen Wilson,344.0,2.0,2600,20003084.0,d0c482ad-2764-4243-bd04-3a9690236bef,,,,PF,,ACT,,[],25.0,,1762294514810.0,#jalenwilson-NBA-BKN-22,7,Wilson,,,220,,,nba,"['PF', 'SF', 'SG']",,BKN,,78,1174884.0,Kansas,jalenwilson,Jalen,John H. Guyer (TX),SF,,5926.0,,jalen,22.0,4431714,Jalen Wilson,2.0
334,Keon Johnson,BKN,"PG,SG",23.7,1067.0049715109235,Keon Johnson,2293,{'channel_id': '1120502208228503552'},,,4e3d287a-49d4-4f1a-8f88-da3a5abb3e4a,,4C8F2C66CD8D,2002-03-10,True,,johnson,,Keon Johnson,803.0,4.0,2293,20002663.0,,,,,,,FA,,[],23.0,,1758119721516.0,#keonjohnson-NBA-FA,3,Johnson,,,185,,,nba,"['PG', 'SG']",,,,77,1231792.0,Tennessee,keonjohnson,Keon,The Webb School (TN),SG,,5340.0,,keon,,4432192,Keon Johnson,3.0
335,Bobby Portis,MIL,"PF,C",30.7,1060.4356728610328,Bobby Portis,1589,"{'channel_id': '1113936526644871168', 'fantasy_positions': 'C,PF,SF'}",,2.0,68b7aac9-02fd-4bd8-b10c-6702d2c5eb98,,B93FB7365B2A,1995-02-10,True,,portis,,Bobby Portis,99.0,10.0,1589,20001420.0,a91b092f-2de1-43af-ab71-fa41cf000e32,,,,C,,ACT,,[],30.0,,1762313416300.0,#bobbyportis-NBA-MIL-9,5,Portis,,,250,,,nba,"['C', 'PF']",,MIL,,81,750703.0,Arkansas,bobbyportis,Bobby,Hall (AR),C,,3705.0,,bobby,9.0,3064482,Bobby Portis,10.0
336,Jacky Cui,BKN,,22.4,1053.8863114152373,Jacky Cui,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,Luke Kornet,SA,C,30.3,1047.356766524521,Luke Kornet,1759,{'channel_id': '1113936515274113024'},Ankle,2.0,fed6929f-8d92-456c-8a89-9e0c17cf4f7b,,ED8990D602E2,1995-07-15,True,,kornet,,Luke Kornet,467.0,8.0,1759,20001889.0,03768fde-7261-4f9a-8ee5-e0a2ff33c3c1,,,,C,Sprain,ACT,,[],30.0,,1762471201702.0,#lukekornet-NBA-SAS-7,7,Kornet,,,250,,Out,nba,['C'],,SAS,,85,745923.0,Vanderbilt,lukekornet,Luke,Liberty Christian (TX),C,,4151.0,,luke,7.0,3064560,Luke Kornet,8.0
338,Jaylon Tyson,CLE,SF,22.9,1040.8469186317197,Jaylon Tyson,2712,{'channel_id': '1113936489240068096'},,2.0,90b52759-3f0e-4d93-b5ca-fcb53afce857,,708EEEB44C85,2002-12-02,True,,tyson,,Jaylon Tyson,407.0,1.0,2712,20003233.0,7709e8e3-d714-4bf9-8655-793857fe3e50,,,,SF,,ACT,,[],22.0,,1762559108282.0,#jaylontyson-NBA-CLE-20,1,Tyson,,,215,,,nba,"['PF', 'SF']",,CLE,,78,1342747.0,California,jaylontyson,Jaylon,John Paul II (TX),SF,,6277.0,,jaylon,20.0,4683747,Jaylon Tyson,1.0
339,Josiah-Jordan James,IND,,25.2,1034.3566492583814,Josiah-Jordan James,2813,{'channel_id': '1114228378069651456'},,,672026fa-c5bb-48e5-8754-f650f22e6bca,,,2000-09-05,True,,james,,Josiah-Jordan James,,0.0,2813,,,,,,,,FA,,[],25.0,,,#josiahjordanjames-NBA-FA,5,James,,,220,,,nba,"['PG', 'SG']",,,,79,,Tennessee,josiahjordanjames,Josiah-Jordan,Porter-Gaud (SC),PG,,6327.0,,josiahjordan,,,,
340,Terrence Shannon Jr.,MIN,"SF,PF",25.3,1027.8858409918303,Terrence Shannon,2716,{'channel_id': '1113936502670229504'},Foot,3.0,2b95727a-4273-4f8f-a45b-3d9ac9969dba,,15FAA8CBC4B4,2000-07-30,True,,shannon,,Terrence Shannon,426.0,1.0,2716,20003230.0,ddef089e-567a-4057-a913-5c93bbd0ec91,,,,SF,Soreness,ACT,,[],25.0,,1762539007255.0,#terrenceshannon-NBA-MIN-1,4,Shannon,,,215,,Out,nba,"['PF', 'SF', 'SG']",,MIN,,78,1182148.0,Illinois,terrenceshannon,Terrence,IMG Academy (FL),SF,,6278.0,,terrence,1.0,4432847,Terrence Shannon Jr.,1.0
341,Tyler Kolek,NY,PG,24.6,1021.4343774724257,Tyler Kolek,2742,{'channel_id': '1113936487390380032'},,4.0,6fc9597d-8531-491e-939e-e34c21689314,,668A97D73466,2001-03-27,True,,kolek,,Tyler Kolek,473.0,1.0,2742,20003210.0,fc9f98b2-53d0-4461-baba-1fb6ac9e2548,,,,PG,,ACT,,[],24.0,,1762530305936.0,#tylerkolek-NBA-NYK-13,9,Kolek,,,195,,,nba,['PG'],,NYK,,74,1232325.0,Marquette,tylerkolek,Tyler,Cumberland (RI),PG,,6273.0,,tyler,13.0,4433225,Tyler Kolek,1.0
342,Dillon Jones,WAS,"SF,PF",24.0,1015.0021433809943,Dillon Jones,2727,{'channel_id': '1113936531413794816'},,,3bec965e-1c2e-4ef0-a598-74a018a627c4,,727D1AF1BEB6,2001-10-29,True,,jones,,Dillon Jones,427.0,1.0,2727,20003236.0,,,,,,,FA,,[],24.0,,1760901352436.0,#dillonjones-NBA-FA,7,Jones,,,235,,,nba,"['C', 'PF', 'SF']",,,,77,1231442.0,Weber State,dillonjones,Dillon,Sunshine Christian Academy (KS),PF,,6279.0,,dillon,,4702159,Dillon Jones,1.0
343,De'Andre Hunter,CLE,"SF,PF",27.9,1008.5890244264847,De'Andre Hunter,2050,{'channel_id': '1113936511444713472'},,1.0,a4a75d83-54b5-4dca-913e-44ab04288446,,A648F8E7D8B1,1997-12-02,True,,hunter,,De'Andre Hunter,147.0,6.0,2050,20002268.0,c9d2b49b-d13f-4f5e-b22c-9465a398b8c7,,,,SF,,ACT,,[],27.0,,1762560653772.0,#deandrehunter-NBA-CLE-12,1,Hunter,,,221,,,nba,"['PF', 'SF']",,CLE,,79,942857.0,Virginia,deandrehunter,De'Andre,Friends' Central (PA),PF,,4776.0,,deandre,12.0,4065732,De'Andre Hunter,6.0
344,Bogdan Bogdanovic,LAC,"SG,SF",33.2,1002.1949073337564,Bogdan Bogdanovic,1871,{'channel_id': '1113936511667011584'},,2.0,b4282659-dd1a-4042-a075-7df4890858e7,,6511172D86EE,1992-08-18,True,,bogdanovic,,Bogdan Bogdanović,203.0,8.0,1871,20001745.0,7c4044ea-fb72-430d-b08b-19bfe77bf24d,,,,SG,,ACT,,[],33.0,,1762358119858.0,#bogdanbogdanovic-NBA-LAC-10,1,Bogdanović,,,225,,,nba,"['SF', 'SG']",,LAC,,77,830648.0,,bogdanbogdanovic,Bogdan,,SG,,3593.0,,bogdan,10.0,3037789,Bogdan Bogdanovic,8.0
345,Adama Sanogo,CHI,C,23.7,995.8196798315985,Adama Sanogo,2626,{'channel_id': '1113936485733629952'},,,73e347c9-dab6-45b2-8774-82d5bdb6f940,,FBEB0139B493,2002-02-12,True,,sanogo,,Adama Sanogo,,1.0,2626,,,,,,,,FA,,[],23.0,,1753520754643.0,#adamasanogo-NBA-FA,7,Sanogo,,,245,,,nba,"['PF', 'SF']",,,,81,1231223.0,UConn,adamasanogo,Adama,The Patrick School (NJ),PF,,5980.0,,adama,,,,
346,Daishen Nix,SAC,PG,23.7,989.4632306408803,Daishen Nix,2347,{'channel_id': '1117157622034739200'},,,7f11cfe9-30d3-492a-9033-08cf2324a73e,,BBF15D6607C2,2002-02-13,True,,nix,,Daishen Nix,,3.0,2347,,,,,,,,FA,,[],23.0,,1760889012090.0,#daishennix-NBA-FA,8,Nix,,,226,,,nba,['PG'],,,,75,1271709.0,,daishennix,Daishen,Trinity International (NV),PG,,5259.0,,daishen,,,,
347,Jordan Walsh,BOS,"SG,SF",21.7,983.1254494629138,Jordan Walsh,2608,{'channel_id': '1113936514020016128'},,5.0,59f3c089-7642-4792-99a2-97795c3d7648,,5477A58B3CBB,2004-03-03,True,,walsh,,Jordan Walsh,431.0,2.0,2608,20003076.0,197dcf24-c55c-421c-b8b1-b744b7f09616,,,,SF,,ACT,,[],21.0,,1762413360242.0,#jordanwalsh-NBA-BOS-27,8,Walsh,,,205,,,nba,"['SF', 'SG']",,BOS,,78,1401388.0,Arkansas,jordanwalsh,Jordan,Link Year Prep (MO),SG,,5942.0,,jordan,27.0,4683689,Jordan Walsh,2.0
348,Jason Preston,UTA,PG,26.2,976.8062269679613,Jason Preston,2294,{'channel_id': '1113936523545280512'},,,bfe2a85f-6d49-406e-88a1-2a38a66e8cfb,,0401662AA772,1999-08-10,True,,preston,,Jason Preston,,2.0,2294,20002689.0,,,,,,,FA,,[],26.0,,1760815205748.0,#jasonpreston-NBA-FA,0,Preston,,,181,,,nba,['PG'],,,,75,1137126.0,Ohio,jasonpreston,Jason,Believe Prep Academy (TN),PG,,5429.0,,jason,,4397916,Jason Preston,4.0
349,Bobi Klintman,DET,PF,22.7,970.5054547839154,Bobi Klintman,2837,{'channel_id': '1128504883167633408'},,4.0,b4b3cfce-16f1-4f30-acc0-2bac1eb51d66,,DE8606D7DA60,2003-03-06,True,,klintman,,Bobi Klintman,297.0,1.0,2837,20003063.0,800a6e42-f420-4cd9-99d5-483420dce444,,,,SF,,ACT,,[],22.0,,1752790844967.0,#bobiklintman-NBA-DET-34,5,Klintman,,,225,,,nba,"['PF', 'SF']",,DET,,81,1406013.0,Wake Forest,bobiklintman,Bobi,Sunrise Christian Academy (KS),SF,,5976.0,,bobi,34.0,4906923,Bobi Klintman,1.0
350,Ajay Mitchell,OKC,"PG,SG",23.4,964.2230254851602,Ajay Mitchell,2772,{'channel_id': '1113936531082444800'},,2.0,1c8786b4-1786-4e3d-81ca-d976797413f5,,F6DE2796D632,2002-06-25,True,,mitchell,,Ajay Mitchell,485.0,1.0,2772,20003239.0,33b2a10d-1060-427a-98fe-ce1daf133441,,,,PG,,ACT,,[],23.0,,1762447804297.0,#ajaymitchell-NBA-OKC-25,0,Mitchell,,,190,,,nba,"['PG', 'SG']",,OKC,,76,1340238.0,UC Santa Barbara,ajaymitchell,Ajay,,PG,,6289.0,,ajay,25.0,4900671,Ajay Mitchell,1.0
351,Guerschon Yabusele,NY,"PF,C",29.9,957.9588325815675,Guerschon Yabusele,1821,{'channel_id': '1130958535253823488'},,2.0,31f78854-0d23-4318-959c-0314588136e1,,359551D07908,1995-12-17,True,,yabusele,,Guerschon Yabusele,554.0,3.0,1821,20001717.0,e1936136-417a-4892-b6e0-90e41b6c2f1a,,,,C,,ACT,,[],29.0,,1761953447677.0,#guerschonyabusele-NBA-NYK-28,0,Yabusele,,,265,,,nba,"['C', 'PF']",,NYK,,79,920087.0,,guerschonyabusele,Guerschon,,C,,3932.0,,guerschon,28.0,4017844,Guerschon Yabusele,3.0
352,Jamal Cain,ORL,"SG,SF",26.6,951.71277050768,Jamal Cain,2537,{'channel_id': '1117874855522336768'},,6.0,a3c4745f-461b-47d4-87db-887ac81fe5e7,,DEFA12CF1D2F,1999-03-20,True,,cain,,Jamal Cain,294.0,3.0,2537,20003008.0,,,,,PF,,TWO-WAY,,[],26.0,,1753560656687.0,#jamalcain-NBA-ORL-8,1,Cain,,,191,,,nba,"['SF', 'SG']",,ORL,,79,1060409.0,Marquette,jamalcain,Jamal,Cornerstone Health and Technology (MI),SG,,5796.0,,jamal,8.0,4278572,Jamal Cain,3.0
353,Jabari Walker,PHI,"PF,C",23.3,945.4847346120241,Jabari Walker,2477,{'channel_id': '1113936534886678528'},,3.0,ff065b75-4031-474c-9610-c505db2ca63e,,677724637AF2,2002-07-30,True,,walker,,Jabari Walker,648.0,3.0,2477,20002919.0,,,,,SF,,TWO-WAY,,[],23.0,,1762411560576.0,#jabariwalker-NBA-PHI-33,8,Walker,,,237,,,nba,"['C', 'PF']",,PHI,,79,1232517.0,Colorado,jabariwalker,Jabari,AZ Compass Prep (AZ),C,,5675.0,,jabari,33.0,4432446,Jabari Walker,3.0
354,Trey Lyles,SAC,"PF,C",30.0,939.2746211465947,Trey Lyles,1640,{'channel_id': '1113936535666819072'},,,55f10af0-4b71-4693-aa82-435e958ab560,,672B9C0D26C6,1995-11-05,True,,lyles,,Trey Lyles,,9.0,1640,20001433.0,,,,,,,FA,,[],30.0,,1757028345060.0,#treylyles-NBA-FA,9,Lyles,,,234,,,nba,"['C', 'PF']",,,,81,845596.0,Kentucky,treylyles,Trey,Arsenal Tech (IN),PF,,3738.0,,trey,,3136196,Trey Lyles,9.0
355,Chris Boucher,BOS,"PF,C",32.8,933.0823272564885,Chris Boucher,1771,{'channel_id': '1113936519980122112'},,4.0,f01d5d8d-f949-437a-a23f-3835c0939ced,,C2F0D07AEE41,1993-01-11,True,,boucher,,Chris Boucher,458.0,8.0,1771,20001886.0,0e7200c3-728a-43c3-b3d0-3ceb683da020,,,,PF,,ACT,,[],32.0,,1762054554625.0,#chrisboucher-NBA-BOS-99,4,Boucher,,,200,,,nba,"['C', 'PF']",,BOS,,80,901190.0,Oregon,chrisboucher,Chris,Damase Boulanger (CAN),PF,,4143.0,,chris,99.0,3948153,Chris Boucher,8.0
356,Quentin Grimes,PHI,"SG,SF",25.5,926.9077509696763,Quentin Grimes,2258,{'channel_id': '1113936529400528896'},,2.0,e8486226-53e1-4857-b5f0-8b6fe88bdd8a,,C36815CDBE73,2000-05-08,True,,grimes,,Quentin Grimes,143.0,4.0,2258,20002681.0,1774828d-9afb-4643-81a8-af05aafa6866,,,,SG,,ACT,,[],25.0,,1762410360449.0,#quentingrimes-NBA-PHI-5,5,Grimes,,,210,,,nba,"['PG', 'SG']",,PHI,,76,1132827.0,Houston,quentingrimes,Quentin,The Woodlands College Park (TX),PG,,5391.0,,quentin,5.0,4397014,Quentin Grimes,4.0
357,Corey Kispert,WAS,"SF,PF",26.7,920.7507911869307,Corey Kispert,2266,{'channel_id': '1113936496194224128'},,2.0,3358cc38-7331-43ad-af04-ebd34fe328e7,,D714BB639EFB,1999-03-03,True,,kispert,,Corey Kispert,576.0,4.0,2266,20002651.0,fa5d64cf-9154-4a34-8533-8ca65fb200d1,,,,SF,,ACT,,[],26.0,,1762277714334.0,#coreykispert-NBA-WAS-24,3,Kispert,,,224,,,nba,"['PF', 'SF']",,WAS,,78,1077554.0,Gonzaga,coreykispert,Corey,King's (WA),PF,,5387.0,,corey,24.0,4280151,Corey Kispert,4.0
358,Pacome Dadiet,NY,"SF,PF",20.3,914.6113476718947,Pacome Dadiet,2732,{'channel_id': '1113936488543813632'},,4.0,fd131bac-4644-4f4d-b715-2bc093775cd5,,31514B861480,2005-07-27,True,,dadiet,,Pacôme Dadiet,430.0,1.0,2732,20003235.0,3914da73-92f8-452d-a1f6-c441d57f6e2e,,,,SF,,ACT,,[],20.0,,1762530605940.0,#pacomedadiet-NBA-NYK-4,2,Dadiet,,,210,,,nba,['PF'],,NYK,,81,1500956.0,,pacomedadiet,Pacôme,,PF,,6281.0,,pacome,4.0,5211983,Pacome Dadiet,1.0
359,Jay Huff,IND,C,28.2,908.4893210412883,Jay Huff,2335,{'channel_id': '1124473344389816320'},,3.0,1d1fa699-a455-4082-9df8-f97dbb0ca678,,24473364DD02,1997-08-25,True,,huff,,Jay Huff,481.0,4.0,2335,20002735.0,31b8e118-988f-4da2-acda-ca134dbeeee3,,,,C,,ACT,,[],28.0,,1762441203621.0,#jayhuff-NBA-IND-32,3,Huff,,,240,,,nba,['C'],,IND,,85,942843.0,Virginia,jayhuff,Jay,Voyager Academy (NC),C,,5339.0,,jay,32.0,4065731,Jay Huff,4.0
360,Johnny Juzang,MIN,"SG,SF",24.6,902.3846127552588,Johnny Juzang,2413,{'channel_id': '1113936522760945664'},,5.0,5cc6d4d4-e4d5-42b7-b431-cecbc55bf023,,BC96B17C2E70,2001-03-17,True,,juzang,,Johnny Juzang,347.0,3.0,2413,20002944.0,1369a1e6-9916-492a-8882-75697ac15b01,,,,SF,,TWO-WAY,,[],24.0,,1761183926630.0,#johnnyjuzang-NBA-MIN-9,1,Juzang,,,226,,,nba,"['SF', 'SG']",,MIN,,79,1186159.0,UCLA,johnnyjuzang,Johnny,Harvard-Westlake (CA),SF,,5743.0,,johnny,9.0,4432817,Johnny Juzang,3.0
361,Kevin Love,UTA,"PF,C",37.2,896.2971251078561,Kevin Love,1187,{'channel_id': '1113936524900040704'},,2.0,7d615ccd-db96-42a3-9a6c-7f18ea25634e,,9017A3CEA744,1988-09-07,True,,love,,Kevin Love,279.0,17.0,1187,20000572.0,3b13424f-cbe9-4cec-b30a-72c243ef9cd4,,,,C,,ACT,,[],37.0,,1762183205830.0,#kevinlove-NBA-UTA-42,0,Love,,,251,,,nba,"['C', 'PF']",,UTA,,82,395374.0,UCLA,kevinlove,Kevin,Lake Oswego (OR),C,,2931.0,,kevin,42.0,3449,Kevin Love,17.0
362,Dwight Powell,DAL,C,34.3,890.2267612176602,Dwight Powell,1547,{'channel_id': '1113936528750411776'},,3.0,a465418b-0933-40b4-8f01-253d046872e1,,FE8B5FFD00EC,1991-07-20,True,,powell,,Dwight Powell,660.0,11.0,1547,20000539.0,335fc1f4-8629-4b73-ba10-f18c7bb35a53,,,,C,,ACT,,[],34.0,,1761796525996.0,#dwightpowell-NBA-DAL-7,7,Powell,,,240,,,nba,['C'],,DAL,,82,552309.0,Stanford,dwightpowell,Dwight,IMG Academy (FL),C,,3610.0,,dwight,7.0,2531367,Dwight Powell,11.0
363,Zeke Nnaji,DEN,"PF,C",24.8,884.1734250185236,Zeke Nnaji,2164,{'channel_id': '1113936537482952704'},,3.0,5a563d9c-10c4-4005-a884-109f05264b0b,,1773FA8CA2AF,2001-01-09,True,,nnaji,,Zeke Nnaji,,5.0,2164,20002547.0,cd00620d-b8d8-4f3b-9a18-b0fa0d8cdd87,,,,PF,,ACT,,[],24.0,,1762570254011.0,#zekennaji-NBA-DEN-22,1,Nnaji,,,240,,,nba,"['C', 'PF']",,DEN,,82,1193676.0,Arizona,zekennaji,Zeke,Hopkins (MN),PF,,5123.0,,zeke,22.0,4431690,Zeke Nnaji,5.0
364,Ariel Hukporti,NY,C,23.6,878.1370212504444,Ariel Hukporti,2743,{'channel_id': '1113936487503626240'},,3.0,7e06d5ac-b8f3-47e7-809c-92cf63a864f7,,04869D4BD5B7,2002-04-12,True,,hukporti,,Ariel Hukporti,363.0,1.0,2743,20003257.0,3c4f4966-d9cb-4bb9-adb9-ee429adf01a0,,,,C,,ACT,,[],23.0,,1761696020380.0,#arielhukporti-NBA-NYK-55,8,Hukporti,,,246,,,nba,['C'],,NYK,,84,1350535.0,,arielhukporti,Ariel,,C,,5778.0,,ariel,55.0,4871141,Ariel Hukporti,1.0
365,Cody Zeller,HOU,C,33.1,872.1174554505869,Cody Zeller,1162,{'channel_id': '1115473913917227008'},,,e1ce75b8-44ce-4086-b2e1-d2e22efc86ff,,7045DAACB5B5,1992-10-05,True,,zeller,,Cody Zeller,410.0,11.0,1162,,,,,,,,FA,,[],33.0,,1740978650860.0,#codyzeller-NBA-FA,3,Zeller,,,240,,,nba,"['C', 'PF']",,,,83,602028.0,Indiana,codyzeller,Cody,Washington (IN),C,,3438.0,,cody,,,,
366,Andrew Wiggins,MIA,"SG,SF",30.7,866.1146339443967,Andrew Wiggins,1525,{'channel_id': '1113936492968804352'},,1.0,77c425f0-0fce-4fab-bd1e-c915c8fb5bc7,,350A7F7A37E4,1995-02-23,True,,wiggins,,Andrew Wiggins,92.0,11.0,1525,20000795.0,aa9a6beb-2da4-4425-a295-07c6bb2940b7,,,,PF,,ACT,,[],30.0,,1762444803188.0,#andrewwiggins-NBA-MIA-22,3,Wiggins,,,197,,,nba,"['SF', 'SG']",,MIA,,78,794503.0,Kansas,andrewwiggins,Andrew,Huntington Prep (WV),SF,,3571.0,,andrew,22.0,3059319,Andrew Wiggins,11.0
367,Devonte' Graham,POR,"PG,SG",30.7,860.1284638368634,Devonte' Graham,1910,{'channel_id': '1113936516272357376'},Not Injury Related,,604571ce-5be8-4938-b8fb-945ff8d15f8d,,AACF1CBA1094,1995-02-22,True,,graham,,Devonte' Graham,378.0,6.0,1910,,,,,,,,FA,,[],30.0,,1729238740800.0,#devontegraham-NBA-FA,5,Graham,,,195,,DTD,nba,['PG'],,,,73,843228.0,Kansas,devontegraham,Devonte',Brewster Academy (NH),PG,,4464.0,,devonte,,,,
368,A.J. Lawson,TOR,"SG,SF",25.3,854.1588530038844,A.J. Lawson,2339,{'channel_id': '1113936528427450368'},,5.0,6bc71e02-9a03-40db-aed4-332ab5193336,,2579FC626423,2000-07-15,True,,lawson,,A.J. Lawson,250.0,3.0,2339,20002725.0,f8ddd45a-b42c-4c8b-a0b0-08cf10ca3253,,,,PG,,TWO-WAY,,[],25.0,,1760826307151.0,#ajlawson-NBA-TOR-0,3,Lawson,,,179,,,nba,"['PG', 'SF', 'SG']",,TOR,,78,1137214.0,South Carolina,ajlawson,A.J.,GTA Prep (CAN),SG,,5398.0,,aj,0.0,4067017,A.J. Lawson,3.0
369,Maxwell Lewis,BKN,"SG,SF",23.3,848.2057100837774,Maxwell Lewis,2605,{'channel_id': '1113936507044888576'},,,7c88b4f4-5cf7-4b53-bab8-e332c946481c,,A63DEB7E0114,2002-07-27,True,,lewis,,Maxwell Lewis,727.0,1.0,2605,20003057.0,,,,,,,FA,,[],23.0,,1752877251030.0,#maxwelllewis-NBA-FA,5,Lewis,,,215,,,nba,"['PF', 'SF', 'SG']",,,,79,1343033.0,Pepperdine,maxwelllewis,Maxwell,AZ Compass Prep (AZ),SG,,5888.0,,maxwell,,,,
370,Khris Middleton,WAS,"SF,PF",34.2,842.2689444688658,Khris Middleton,1378,"{'channel_id': '1113936526204469248', 'fantasy_positions': 'PF,SF'}",,1.0,4c362eee-6474-40ea-b1b4-d8f917f95175,,0B985F4C90D5,1991-08-12,True,,middleton,,Khris Middleton,186.0,13.0,1378,20000500.0,08aa816a-180f-42cd-b498-9067f069ba70,,,,SF,,ACT,,[],34.0,,1762470901656.0,#khrismiddleton-NBA-WAS-22,1,Middleton,,,222,,,nba,"['PF', 'SF']",,WAS,,79,512053.0,Texas A&M,khrismiddleton,Khris,Porter-Gaud (SC),PF,,3356.0,,khris,22.0,6609,Khris Middleton,13.0
