Name,player_id,sport,number,active,depth_chart_position,age,birth_day,status,birth_city,years_exp,depth_chart_order,height,weight,college,team,position
Joirdon Nicholas,2823,nba,,True,,,,FA,,0.0,,81,220,Texas Southern,,PF
Levi Randolph,2004,nba,,True,,32.0,1992-10-03,FA,,1.0,,77,208,Alabama,,SG
Aminu Mohammed,2549,nba,,True,,22.0,2001-12-15,FA,,1.0,,77,210,Georgetown,,PG
Malachi Flynn,2147,nba,,True,,26.0,1998-05-09,FA,,3.0,,73,185,San Diego State,,PG
Solomon Hill,1064,nba,,True,,33.0,1991-03-18,FA,,9.0,,78,226,Arizona,,SF
Stanton Kidd,2082,nba,,True,,32.0,1992-03-18,FA,,1.0,,78,216,Colorado State,,SF
Naz Mitrou-Long,1843,nba,,True,,31.0,1993-08-03,FA,,3.0,,75,218,Iowa State,,SG
Tommy Kuhse,2513,nba,,True,,26.0,1998-01-05,FA,,1.0,,74,185,Saint Mary's,,PG
Alex Reese,2857,nba,,True,,25.0,1999-05-21,FA,,0.0,,81,245,Alabama,,C
Ish Wainright,2319,nba,,True,,30.0,1994-09-12,FA,,3.0,,77,250,Baylor,,PF
Bryson Williams,2555,nba,,True,,26.0,1998-04-25,FA,,1.0,,80,240,Texas Tech,,PF
Sam Hauser,2329,nba,30.0,True,PF,26.0,1997-12-08,ACT,,3.0,2.0,80,221,Virginia,BOS,PF
Kihei Clark,2699,nba,,True,,24.0,2000-01-25,FA,,1.0,,70,167,Virginia,,PG
Caleb McConnell,2694,nba,,True,,25.0,1999-06-08,FA,,1.0,,79,200,Rutgers,,SG
Al Horford,1257,nba,42.0,True,C,38.0,1986-06-03,ACT,,17.0,2.0,81,246,Florida,BOS,C
Oshae Brissett,2069,nba,,True,,26.0,1998-06-20,FA,,4.0,,79,210,Syracuse,,PF
Elijah Millsap,1557,nba,,True,,37.0,1987-08-12,FA,,3.0,,79,215,UAB,,SF
John Konchar,2039,nba,46.0,True,SF,28.0,1996-03-22,ACT,,5.0,5.0,77,210,Purdue Fort Wayne,MEM,SG
Robert Sacre,1214,nba,,False,,35.0,1989-06-06,RET,,4.0,,84,270,Gonzaga,,C
Jason Preston,2294,nba,,True,,25.0,1999-08-10,FA,,2.0,,75,181,Ohio,,PG
Markieff Morris,1410,nba,88.0,True,C,35.0,1989-09-02,ACT,,13.0,5.0,81,245,Kansas,DAL,PF
Drew Gordon,1508,nba,,True,,34.0,1990-07-12,FA,,1.0,,81,245,New Mexico,,PF
Serge Ibaka,1436,nba,,True,,35.0,1989-09-18,FA,,13.0,,83,235,,,C
Malik Fitts,2229,nba,,True,,27.0,1997-07-04,FA,,2.0,,77,230,Saint Mary's,,PF
Isaac Bonga,1928,nba,,True,,25.0,1999-11-08,FA,,3.0,,80,180,,,SF
Robert Franks,2031,nba,,True,,27.0,1996-12-18,FA,,1.0,,79,255,Washington State,,SF
Andrew Nembhard,2461,nba,2.0,True,SG,24.0,2000-01-16,ACT,,2.0,1.0,77,193,Gonzaga,IND,PG
Blake Griffin,1330,nba,,False,,35.0,1989-03-16,RET,,12.0,,81,250,Oklahoma,,PF
Cameron Oliver,2254,nba,,True,,28.0,1996-07-11,FA,,1.0,,80,225,Nevada,,PF
Matisse Thybulle,2017,nba,4.0,True,PF,27.0,1997-03-04,ACT,,5.0,9.0,77,201,Washington,POR,SG
Chris Duarte,2261,nba,27.0,True,SG,27.0,1997-06-13,ACT,,3.0,7.0,77,190,Oregon,CHI,SG
Armaan Franklin,2662,nba,,True,,24.0,2000-11-17,FA,,1.0,,76,204,Virginia,,PG
Harrison Barnes,1092,nba,40.0,True,PF,32.0,1992-05-30,ACT,,12.0,1.0,80,225,North Carolina,SAS,SF
Festus Ezeli,1075,nba,,False,,35.0,1989-10-21,RET,,3.0,,83,265,Vanderbilt,,C
Rodney Stuckey,1138,nba,,False,,38.0,1986-04-21,RET,,10.0,,77,205,Eastern Washington,,PG
Jamaal Franklin,1205,nba,,True,,33.0,1991-07-21,FA,,2.0,,77,191,San Diego State,,SG
Marko Guduric,2042,nba,,True,,29.0,1995-03-08,FA,,1.0,,78,201,,,SG
Dakota Mathias,2221,nba,,True,,29.0,1995-07-11,FA,,2.0,,76,200,Purdue,,SG
Malachi Richardson,1745,nba,,True,,28.0,1996-01-05,FA,,3.0,,78,205,Syracuse,,SG
Jeriah Horne,2551,nba,,True,,26.0,1998-04-09,FA,,1.0,,79,220,Tulsa,,PF
Chandler Hutchison,1882,nba,,False,,28.0,1996-04-26,RET,,4.0,,78,210,Boise State,,SF
Tyler Herro,2086,nba,14.0,True,PG,24.0,2000-01-20,ACT,,5.0,1.0,77,195,Kentucky,MIA,SG
Josh Jackson,1857,nba,,True,,27.0,1997-02-10,FA,,5.0,,80,207,Kansas,,SF
Warren Washington,2868,nba,,True,,24.0,2000-03-03,FA,,0.0,,84,230,Texas Tech,,PF
Chris Singleton,1115,nba,,True,,35.0,1989-11-21,FA,,3.0,,81,228,Florida State,,SF
Gal Mekel,1404,nba,,True,,36.0,1988-03-04,FA,,2.0,,75,191,Wichita State,,PG
Nemanja Nedovic,1079,nba,,True,,33.0,1991-06-16,FA,,1.0,,75,192,,,PG
Jabari Smith,2445,nba,10.0,True,PF,21.0,2003-05-13,ACT,,2.0,1.0,83,213,Auburn,HOU,PF
Damion Baugh,2672,nba,,True,,24.0,2000-08-03,FA,,1.0,,76,194,TCU,,SG
Greivis Vasquez,1314,nba,,False,,37.0,1987-01-16,RET,,7.0,,78,200,Maryland,,PG
Davion Mintz,2520,nba,,True,,26.0,1998-06-30,FA,,1.0,,75,195,Kentucky,,PG
Joe Ingles,1559,nba,7.0,True,PF,37.0,1987-10-02,ACT,,10.0,3.0,80,235,,MIN,SF
Ian Clark,1356,nba,,True,,33.0,1991-03-07,FA,,6.0,,75,175,Belmont,,SG
Amari Bailey,2599,nba,,True,,20.0,2004-02-17,FA,,1.0,,75,185,UCLA,,PG
Anfernee Simons,1983,nba,1.0,True,PG,25.0,1999-06-08,ACT,,6.0,1.0,75,193,,POR,SG
London Perrantes,1761,nba,,True,,30.0,1994-10-03,FA,,1.0,,74,200,Virginia,,PG
Daniel Orton,1107,nba,,True,,34.0,1990-08-06,FA,,3.0,,82,275,Kentucky,,C
Caleb Houstan,2478,nba,2.0,True,SF,21.0,2003-01-09,ACT,,2.0,4.0,80,205,Michigan,ORL,PG
Tony Carr,2219,nba,,True,,27.0,1997-10-11,FA,,1.0,,77,200,Penn State,,PG
Xavier Sneed,2196,nba,,True,,26.0,1997-12-21,FA,,1.0,,77,215,Kansas State,,SF
Tyler Hansbrough,1320,nba,,True,,39.0,1985-11-03,FA,,7.0,,81,250,North Carolina,,PF
Alondes Williams,2428,nba,31.0,True,PG,25.0,1999-06-19,TWO-WAY,,2.0,6.0,76,210,Wake Forest,DET,SG
Marcus Domask,2852,nba,,True,,24.0,2000-06-09,FA,,0.0,,78,215,Illinois,,SF
Yuta Watanabe,1926,nba,,True,,30.0,1994-10-13,FA,,5.0,,81,215,George Washington,,SF
Rodney Purvis,1878,nba,,True,,30.0,1994-02-14,FA,,1.0,,76,205,UConn,,PG
Hassan Whiteside,1528,nba,,True,,35.0,1989-06-13,FA,,9.0,,84,265,Marshall,,C
Earl Barron,1572,nba,,False,,43.0,1981-08-14,RET,,8.0,,84,250,Memphis,,C
Terrence Jones,1230,nba,,True,,32.0,1992-01-09,FA,,6.0,,81,252,Kentucky,,PF
Jordan Farmar,1218,nba,,False,,37.0,1986-11-30,RET,,10.0,,74,180,UCLA,,PG
Kay Felder,1670,nba,,True,,29.0,1995-03-29,FA,,2.0,,69,176,Oakland,,PG
OG Anunoby,1831,nba,8.0,True,PF,27.0,1997-07-17,ACT,,7.0,1.0,79,243,Indiana,NYK,SF
Carl Landry,1462,nba,,True,,41.0,1983-09-19,FA,,9.0,,81,248,Purdue,,PF
Tim Duncan,1294,nba,,False,,48.0,1976-04-25,RET,,19.0,,83,250,Wake Forest,,C
Markel Brown,1519,nba,,True,,32.0,1992-01-29,FA,,3.0,,75,190,Oklahoma State,,SG
Ognjen Kuzmic,1080,nba,,True,,34.0,1990-05-16,FA,,2.0,,84,260,,,C
Jarvis Varnado,1019,nba,,True,,36.0,1988-03-01,FA,,2.0,,81,230,Mississippi State,,PF
Malik Ellison,2395,nba,,True,,28.0,1996-08-17,FA,,1.0,,78,215,Hartford,,PG
Cheick Diallo,1708,nba,,True,,28.0,1996-09-13,FA,,5.0,,80,219,Kansas,,C
Aaron Estrada,2864,nba,,True,,23.0,2001-02-03,FA,,0.0,,75,190,Alabama,,PG
JD Davison,2472,nba,20.0,True,PG,22.0,2002-10-03,TWO-WAY,,2.0,4.0,75,215,Alabama,BOS,PG
Arnoldas Kulboka,2327,nba,,True,,26.0,1998-01-04,FA,,1.0,,82,220,,,SF
LaMelo Ball,2179,nba,1.0,True,PG,23.0,2001-08-22,ACT,,4.0,1.0,79,180,,CHA,PG
Devin Robinson,1776,nba,,True,,29.0,1995-03-07,FA,,2.0,,80,200,Florida,,SF
Iman Shumpert,1024,nba,,True,,34.0,1990-06-26,FA,,10.0,,77,212,Georgia Tech,,SG
Emoni Bates,2593,nba,21.0,True,PG,20.0,2004-01-28,TWO-WAY,,1.0,6.0,80,170,Eastern Michigan,CLE,PF
Amir Johnson,1315,nba,,True,,37.0,1987-05-01,FA,,14.0,,81,240,,,C
Jared Harper,2093,nba,,True,,27.0,1997-09-14,FA,,3.0,,70,175,Auburn,,PG
Brandon Paul,1828,nba,,True,,33.0,1991-04-30,FA,,1.0,,76,200,Illinois,,SG
Trey Lyles,1640,nba,41.0,True,C,29.0,1995-11-05,ACT,,9.0,5.0,81,234,Kentucky,SAC,PF
Zion Williamson,2054,nba,1.0,True,C,24.0,2000-07-06,ACT,,4.0,7.0,78,284,Duke,NOP,PF
LaMarcus Aldridge,1442,nba,,False,,39.0,1985-07-19,RET,,16.0,,83,250,Texas,,C
Bryce McGowens,2464,nba,11.0,True,SG,22.0,2002-11-08,TWO-WAY,,2.0,8.0,78,175,Nebraska,POR,SF
Garrison Brooks,2529,nba,,True,,25.0,1999-06-29,FA,,1.0,,81,230,Mississippi State,,PF
Simi Shittu,2240,nba,,True,,25.0,1999-11-07,FA,,1.0,,82,240,Vanderbilt,,PF
Ryan Hollins,1331,nba,,False,,40.0,1984-10-10,RET,,10.0,,84,240,UCLA,,C
Jeremy Tyler,1026,nba,,True,,33.0,1991-06-21,FA,,3.0,,81,250,,,C
McKinley Wright,2323,nba,,True,,26.0,1998-10-25,FA,,1.0,,71,192,Colorado,,PG
Tyrece Radford,2810,nba,,True,,25.0,1999-04-22,FA,,0.0,,74,200,Texas A&M,,PG
Andre Jackson,2611,nba,44.0,True,SF,23.0,2001-11-13,ACT,,1.0,3.0,78,209,UConn,MIL,PG
Lance Stephenson,1066,nba,,True,,34.0,1990-09-05,FA,,10.0,,78,230,Cincinnati,,SG
Ibou Badji,2525,nba,,True,,22.0,2002-10-13,FA,,2.0,,84,240,,,C
Chris Copeland,1067,nba,,False,,40.0,1984-03-17,RET,,4.0,,80,235,Colorado,,SF
Romeo Weems,2381,nba,,True,,23.0,2001-06-09,FA,,1.0,,79,210,DePaul,,SF
Elijah Bryant,2253,nba,6.0,True,,29.0,1995-04-19,TWO-WAY,,1.0,,77,210,BYU,,SG
Julian Champagnie,2494,nba,30.0,True,SF,23.0,2001-06-29,ACT,,2.0,1.0,80,210,St. John's,SAS,PG
Troy Brown,1903,nba,,True,,25.0,1999-07-28,FA,,5.0,,79,215,Oregon,,SF
Herbert Jones,2286,nba,2.0,True,C,26.0,1998-10-06,ACT,,3.0,6.0,79,206,Alabama,NOP,SF
Drew Pember,2791,nba,,True,,20.0,2004-06-14,FA,,0.0,,83,215,UNC Asheville,,PF
Moses Wright,2355,nba,,True,,25.0,1998-12-23,FA,,1.0,,80,226,Georgia Tech,,SF
Taurean Prince,1704,nba,12.0,True,SF,30.0,1994-03-22,ACT,,8.0,1.0,78,218,Baylor,MIL,PF
Peyton Siva,1129,nba,,True,,34.0,1990-10-24,FA,,1.0,,72,185,Louisville,,PG
Alex Kirk,1499,nba,,True,,33.0,1991-11-14,FA,,1.0,,84,245,New Mexico,,C
Johnny Davis,2437,nba,1.0,True,SF,22.0,2002-02-27,ACT,,2.0,4.0,76,195,Wisconsin,WAS,PG
Jamaree Bouyea,2431,nba,,True,,25.0,1999-06-27,FA,,2.0,,74,180,San Francisco,,PG
John Salmons,1324,nba,,False,,44.0,1979-12-12,RET,,13.0,,79,210,Miami (FL),,SF
Cam Spencer,2752,nba,24.0,True,SG,24.0,2000-04-06,TWO-WAY,,0.0,5.0,76,205,UConn,MEM,PG
Chris Chiozza,1936,nba,,True,,29.0,1995-11-21,FA,,4.0,,71,179,Florida,,PG
Cody Zeller,1162,nba,41.0,True,C,32.0,1992-10-05,NWT,,11.0,7.0,83,240,Indiana,ATL,C
Lou Amundson,1020,nba,,False,,41.0,1982-12-07,RET,,10.0,,81,220,UNLV,,PF
Luguentz Dort,2095,nba,5.0,True,SG,25.0,1999-04-19,ACT,,5.0,1.0,76,220,Arizona State,OKC,SG
MarShon Brooks,1087,nba,,True,,35.0,1989-01-26,FA,,5.0,,77,200,Providence,,SG
Dalano Banton,2290,nba,5.0,True,SG,25.0,1999-11-07,ACT,,3.0,2.0,80,204,Nebraska,POR,PG
Keon Johnson,2293,nba,45.0,True,SG,22.0,2002-03-10,ACT,,3.0,4.0,77,185,Tennessee,BKN,SG
John Jenkins,1260,nba,,True,,33.0,1991-03-06,FA,,6.0,,76,215,Vanderbilt,,SG
Kylor Kelley,2848,nba,,True,,27.0,1997-08-26,FA,,0.0,,84,215,Oregon State,,C
Darius Bazley,2097,nba,,True,,24.0,2000-06-12,FA,,5.0,,81,216,,,PF
JR Smith,1031,nba,,True,,39.0,1985-09-09,FA,,16.0,,78,225,,,SG
Vasilije Micic,2638,nba,22.0,True,PG,30.0,1994-01-13,ACT,,1.0,3.0,75,188,,CHA,PG
Erik Stevenson,2866,nba,,True,,25.0,1999-04-28,FA,,0.0,,76,205,West Virginia,,PG
Manu Ginobili,1304,nba,,False,,47.0,1977-07-28,RET,,16.0,,78,205,,,SG
Killian Hayes,2182,nba,,True,,23.0,2001-07-27,FA,,4.0,,77,195,,,PG
Robin Lopez,1455,nba,,True,,36.0,1988-04-01,FA,,15.0,,85,281,Stanford,,C
Jacob Pullen,1773,nba,,True,,35.0,1989-11-10,FA,,1.0,,73,200,Kansas State,,PG
Jimmy Whitt,2800,nba,,True,,27.0,1997-01-09,M-LEAGUE,,0.0,,75,175,Arkansas,,PG
Torrey Craig,1874,nba,13.0,True,PF,33.0,1990-12-19,ACT,,7.0,3.0,77,221,USC Upstate,CHI,SF
Spencer Jones,2833,nba,21.0,True,SF,23.0,2001-06-14,TWO-WAY,,0.0,6.0,79,225,Stanford,DEN,SF
Dexter Pittman,1235,nba,,False,,36.0,1988-03-02,RET,,4.0,,83,285,Texas,,C
Ousmane Dieng,2482,nba,13.0,True,C,21.0,2003-05-21,ACT,,2.0,3.0,81,185,,OKC,PF
Victor Wembanyama,2577,nba,1.0,True,C,20.0,2004-01-04,ACT,,1.0,1.0,87,235,,SAS,C
Rayan Rupert,2615,nba,21.0,True,SF,20.0,2004-05-31,ACT,,1.0,3.0,78,185,,POR,PG
Nathan Knight,2177,nba,,True,,27.0,1997-09-20,FA,,3.0,,80,253,William & Mary,,PF
Jaylen Johnson,1754,nba,,True,,28.0,1996-08-07,FA,,1.0,,81,230,Louisville,,PF
Derrick Walton,1848,nba,,True,,29.0,1995-04-03,FA,,2.0,,72,189,Michigan,,PG
Andre Drummond,1131,nba,5.0,True,C,31.0,1993-08-10,ACT,,12.0,3.0,83,279,UConn,PHI,C
Nico Mannion,2124,nba,,True,,23.0,2001-03-14,NWT,,1.0,,74,190,Arizona,,PG
Ricky Rubio,1191,nba,,False,,34.0,1990-10-21,RET,,12.0,,74,190,,,PG
T.J. Warren,1571,nba,,True,,31.0,1993-09-05,FA,,7.0,,80,220,North Carolina State,,SF
Michael Frazier,1937,nba,,True,,30.0,1994-03-08,FA,,1.0,,75,200,Florida,,SG
Shai Gilgeous-Alexander,1957,nba,2.0,True,PG,26.0,1998-07-12,ACT,,6.0,1.0,78,195,Kentucky,OKC,PG
Boo Buie,2872,nba,0.0,True,PG,24.0,1999-12-07,TWO-WAY,,0.0,5.0,74,180,Northwestern,NYK,PG
Nickeil Alexander-Walker,2055,nba,9.0,True,SF,26.0,1998-09-02,ACT,,5.0,2.0,77,192,Virginia Tech,MIN,SG
Tyler Johnson,1564,nba,,True,,32.0,1992-05-07,FA,,8.0,,75,186,Fresno State,,PG
Viacheslav Kravtsov,1411,nba,,True,,37.0,1987-08-25,FA,,2.0,,83,254,,,C
Gary Clark,1933,nba,,True,,30.0,1994-11-16,FA,,4.0,,78,225,Cincinnati,,PF
Andrew Bynum,1048,nba,,False,,37.0,1987-10-27,RET,,8.0,,84,285,,,C
Goga Bitadze,2010,nba,35.0,True,C,25.0,1999-07-20,ACT,,5.0,3.0,82,250,,ORL,C
Kris Dunn,1691,nba,8.0,True,SG,30.0,1994-03-18,ACT,,8.0,1.0,75,205,Providence,LAC,PG
Vic Law,2107,nba,,True,,28.0,1995-12-19,FA,,1.0,,79,200,Northwestern,,SF
Seth-DUP Millner-DUP,2812,nba,,True,,24.0,2000-06-29,DUP,,0.0,,78,200,Toledo,,SF
Stephon Castle,2722,nba,5.0,True,SG,20.0,2004-11-01,ACT,,0.0,2.0,77,210,UConn,SAS,PG
Patrick McCaw,1672,nba,,True,,29.0,1995-10-25,FA,,5.0,,79,181,UNLV,,SG
Jay Scrubb,2188,nba,,True,,24.0,2000-09-01,FA,,3.0,,77,220,John A. Logan College,,SG
KJ Williams,2691,nba,,True,,25.0,1999-09-03,FA,,1.0,,82,245,LSU,,PF
Metta World Peace,1033,nba,,False,,45.0,1979-11-13,RET,,17.0,,79,260,St. John's,,SF
Mojave King,2623,nba,8.0,True,,22.0,2002-06-11,NWT,,1.0,,77,195,,,SG
Zyon Pullin,2784,nba,,True,,23.0,2001-03-03,FA,,0.0,,76,206,Florida,,PG
Daulton Hommes,2331,nba,,True,,28.0,1996-07-04,FA,,1.0,,80,215,Point Loma Nazarene,,SF
Terrance Ferguson,1864,nba,,True,,26.0,1998-05-17,FA,,4.0,,78,190,,,SG
Coby White,1998,nba,0.0,True,SG,24.0,2000-02-16,ACT,,5.0,1.0,77,195,North Carolina,CHI,PG
Kyle Kuzma,1799,nba,33.0,True,PF,29.0,1995-07-24,ACT,,7.0,1.0,81,221,Utah,WAS,PF
Adama Sanogo,2626,nba,21.0,True,C,22.0,2002-02-12,TWO-WAY,,1.0,3.0,81,245,UConn,CHI,PF
Kendric Davis,2663,nba,,True,,25.0,1999-05-14,FA,,1.0,,71,180,Memphis,,PG
Shane Larkin,1397,nba,,True,,32.0,1992-10-02,FA,,4.0,,71,175,Miami (FL),,PG
Mohamed Diarra,2796,nba,,True,,23.0,2001-01-01,FA,,0.0,,82,215,North Carolina State,,PF
Oso Ighodaro,2771,nba,4.0,True,C,22.0,2002-07-14,ACT,,0.0,2.0,83,227,Marquette,PHX,PF
D.J. Wilson,1850,nba,,True,,28.0,1996-02-19,M-LEAGUE,,5.0,,82,231,Michigan,,PF
Gabe Osabuohien,2842,nba,,True,,26.0,1998-10-27,ACT,,0.0,,80,220,West Virginia,,PF
Adonis Thomas,1101,nba,,True,,31.0,1993-03-25,FA,,1.0,,79,235,Memphis,,SG
Dereon Seabron,2430,nba,,True,,24.0,2000-05-26,FA,,1.0,,77,180,North Carolina State,,SG
Dragan Bender,1735,nba,,True,,27.0,1997-11-17,FA,,4.0,,84,249,,,PF
Kawhi Leonard,1308,nba,2.0,True,C,33.0,1991-06-29,ACT,,12.0,6.0,79,225,San Diego State,LAC,SF
RaiQuan Gray,2276,nba,,True,,25.0,1999-07-07,FA,,2.0,,79,260,Florida State,,PF
Nicolo Melli,2056,nba,,True,,33.0,1991-01-26,FA,,2.0,,81,236,,,PF
Jalen Bridges,2778,nba,15.0,True,SF,23.0,2001-05-14,TWO-WAY,,0.0,8.0,79,210,West Virginia,PHX,PF
Kostas Papanikolaou,1539,nba,,True,,34.0,1990-07-31,FA,,2.0,,80,235,,,SF
Vincent Edwards,1938,nba,,True,,28.0,1996-04-05,FA,,1.0,,80,225,Purdue,,SF
Kenneth Faried,1471,nba,,True,,35.0,1989-11-19,FA,,8.0,,80,220,Morehead State,,PF
DeAndre Liggins,1368,nba,,True,,36.0,1988-03-31,FA,,5.0,,78,209,Kentucky,,SG
Jeff Green,1285,nba,32.0,True,PF,38.0,1986-08-28,ACT,,16.0,4.0,80,235,Georgetown,HOU,PF
Allen Flanigan,2793,nba,,True,,23.0,2001-04-24,M-LEAGUE,,0.0,,78,215,Ole Miss,,PG
TyTy Washington,2446,nba,14.0,True,PG,23.0,2001-11-15,TWO-WAY,,2.0,4.0,75,192,Kentucky,PHX,PG
Marcus Sasser,2567,nba,25.0,True,PG,24.0,2000-09-21,ACT,,1.0,3.0,74,195,Houston,DET,PG
Alexis Ajinca,1268,nba,,True,,36.0,1988-05-06,FA,,7.0,,86,248,,,C
Stephan Hicks,1893,nba,,True,,32.0,1992-04-02,FA,,1.0,,78,200,Cal State Northridge,,SG
Donte Grantham,1977,nba,,True,,29.0,1995-03-19,FA,,1.0,,80,215,Clemson,,SF
Chris Wright,1379,nba,,True,,36.0,1988-09-30,FA,,2.0,,81,226,Dayton,,SF
Jeremy Lin,1229,nba,,True,,36.0,1988-08-23,FA,,9.0,,75,200,Harvard,,PG
Shayne Whittington,1501,nba,,True,,33.0,1991-03-27,FA,,2.0,,83,250,Western Michigan,,PF
Bryn Forbes,1715,nba,,True,,31.0,1993-07-23,FA,,6.0,,74,205,Michigan State,,SG
Shamorie Ponds,2071,nba,,True,,26.0,1998-06-29,FA,,1.0,,72,175,St. John's,,PG
Iverson Molinar,2426,nba,,True,,24.0,1999-12-03,FA,,1.0,,75,190,Mississippi State,,PG
JC Butler,2826,nba,,True,,24.0,2000-04-13,FA,,0.0,,77,195,UC Irvine,,PF
Hilton Armstrong,1086,nba,,True,,40.0,1984-11-23,FA,,6.0,,83,235,UConn,,PF
Quincy Miller,1478,nba,,True,,32.0,1992-11-18,FA,,3.0,,81,210,Baylor,,SF
Tony Snell,1003,nba,,True,,33.0,1991-11-10,FA,,8.0,,78,213,New Mexico,,SG
Courtney Lee,1201,nba,,True,,39.0,1985-10-03,FA,,12.0,,77,215,Western Kentucky,,SG
Carlos Boozer,1011,nba,,False,,43.0,1981-11-20,RET,,13.0,,81,258,Duke,,PF
John Lucas,1347,nba,,False,,42.0,1982-11-21,RET,,8.0,,71,166,Oklahoma State,,PG
Treveon Graham,1686,nba,,True,,31.0,1993-10-28,FA,,4.0,,77,219,VCU,,PF
Terence Davis,2070,nba,,True,,27.0,1997-05-16,FA,,3.0,,76,201,Ole Miss,,SG
Dewan Hernandez,2072,nba,,True,,27.0,1996-12-09,FA,,1.0,,82,235,Miami (FL),,C
Yves Pons,2332,nba,,True,,25.0,1999-05-07,FA,,1.0,,77,206,Tennessee,,PF
Jonathon Simmons,1635,nba,,True,,35.0,1989-09-14,FA,,4.0,,78,195,Houston,,SG
Alex Caruso,1801,nba,9.0,True,PG,30.0,1994-02-28,ACT,,7.0,4.0,77,186,Texas A&M,OKC,PG
Craig Porter,2640,nba,9.0,True,PG,24.0,2000-02-26,ACT,,1.0,5.0,73,180,Wichita State,CLE,PG
Gabe McGlothan,2844,nba,,True,,25.0,1999-03-03,FA,,0.0,,79,235,,,PF
Paul George,1074,nba,8.0,True,SF,34.0,1990-05-02,ACT,,14.0,1.0,80,220,Fresno State,PHI,SF
Jalen Lecque,2094,nba,,True,,24.0,2000-06-13,FA,,1.0,,76,185,,,SG
KJ Martin,2190,nba,1.0,True,PF,23.0,2001-01-06,ACT,,4.0,2.0,78,215,,PHI,SF
Dylan Windler,2005,nba,,True,,28.0,1996-09-22,FA,,3.0,,79,196,Belmont,,SF
Keith Appling,1661,nba,,True,,32.0,1992-02-13,FA,,1.0,,73,185,Michigan State,,PG
Christian Vital,2244,nba,,True,,27.0,1997-03-21,FA,,1.0,,74,187,UConn,,SG
Antoine Davis,2671,nba,,True,,26.0,1998-10-03,FA,,1.0,,73,165,Detroit Mercy,,PG
John Petty,2390,nba,,True,,25.0,1998-12-03,FA,,1.0,,77,186,Alabama,,SG
Jordan Goodwin,2341,nba,,True,,26.0,1998-10-23,FA,,2.0,,76,200,Saint Louis,,PG
Michael Foster,2424,nba,,True,,21.0,2003-01-16,FA,,1.0,,80,250,,,PF
Mantas Rubstavicius,2798,nba,,True,,22.0,2002-05-06,M-LEAGUE,,0.0,,78,185,,,PG
Dahntay Jones,1552,nba,,False,,43.0,1980-12-27,RET,,13.0,,78,225,Duke,,SG
Omer Yurtseven,2172,nba,,True,,26.0,1998-06-19,FA,,2.0,,83,275,Georgetown,,C
Jordan Walker,2649,nba,,True,,25.0,1999-08-11,FA,,1.0,,71,170,UAB,,PG
Jason Richardson,1108,nba,,False,,43.0,1981-01-20,RET,,13.0,,78,225,Michigan State,,SG
Jermaine O'Neal,1083,nba,,False,,46.0,1978-10-13,RET,,18.0,,83,255,,,C
Taze Moore,2686,nba,76.0,True,SG,26.0,1998-06-29,TWO-WAY,,1.0,9.0,77,195,Houston,POR,SG
Alec Peters,1861,nba,,True,,29.0,1995-04-13,FA,,1.0,,81,235,Valparaiso,,PF
Malcolm Cazalon,2639,nba,,True,,23.0,2001-08-27,FA,,1.0,,78,185,,,SG
Lucas Williamson,2524,nba,,True,,25.0,1999-01-28,FA,,1.0,,76,205,Loyola Chicago,,PG
Jordan Bowden,2215,nba,,True,,27.0,1997-01-20,FA,,1.0,,77,193,Tennessee,,SG
Kyle Korver,1256,nba,,False,,43.0,1981-03-17,RET,,17.0,,79,212,Creighton,,SF
Ky Bowman,2013,nba,,True,,27.0,1997-06-16,FA,,1.0,,73,187,Boston College,,PG
Kyle Filipowski,2766,nba,22.0,True,PF,21.0,2003-11-07,ACT,,0.0,2.0,83,250,Duke,UTA,C
Malik Newman,2112,nba,,True,,27.0,1997-02-21,FA,,1.0,,75,190,Kansas,,SG
J.P. Macura,1912,nba,,True,,29.0,1995-06-05,FA,,1.0,,76,203,Xavier,,SG
Julian Strawther,2589,nba,3.0,True,SF,22.0,2002-04-18,ACT,,1.0,2.0,78,205,Gonzaga,DEN,PG
Rui Hachimura,2020,nba,28.0,True,SF,26.0,1998-02-08,ACT,,5.0,1.0,80,245,Gonzaga,LAL,PF
Jonathan Isaac,1879,nba,1.0,True,PF,27.0,1997-10-03,ACT,,5.0,2.0,82,230,Florida State,ORL,PF
Adam Flagler,2695,nba,14.0,True,PG,24.0,1999-12-01,TWO-WAY,,1.0,5.0,75,195,Baylor,OKC,SG
Anthony Bennett,1051,nba,,True,,31.0,1993-03-14,FA,,4.0,,80,245,UNLV,,PF
Tony Bradley,1842,nba,,True,,26.0,1998-01-08,TWO-WAY,,5.0,,83,248,North Carolina,,C
Elijah Hughes,2138,nba,,True,,26.0,1998-03-10,FA,,1.0,,77,215,Syracuse,,SG
Chris Johnson,1292,nba,,True,,34.0,1990-04-29,FA,,4.0,,78,206,Dayton,,SG
Josh Gray,1860,nba,,True,,31.0,1993-09-09,FA,,2.0,,72,180,LSU,,PG
Maalik Wayns,1342,nba,,True,,33.0,1991-05-02,FA,,2.0,,73,195,Villanova,,PG
Tremont Waters,2062,nba,,True,,26.0,1998-01-10,FA,,3.0,,70,175,LSU,,PG
Branden Dawson,1638,nba,,True,,31.0,1993-02-01,FA,,1.0,,78,225,Michigan State,,SF
